split_id,stratum,reaction_id,source_id,ligand_group,role
S018,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S018,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S018,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S019,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,held_out
S019,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,train
S019,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S019,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S019,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S019,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S019,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S019,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S019,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S019,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S019,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S020,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,held_out
S020,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,train
S020,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S020,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S020,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S020,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S020,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S020,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S020,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S020,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S020,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S021,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,held_out
S021,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,train
S021,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S021,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S021,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S021,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S021,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S021,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S021,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S021,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S021,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S022,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S022,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S022,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S022,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,held_out
S022,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,held_out
S022,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S022,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S022,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S022,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S022,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S022,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S023,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S023,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S023,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S023,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,held_out
S023,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S023,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S023,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S023,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,held_out
S023,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S023,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S023,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S024,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S024,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S024,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S024,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,held_out
S024,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S024,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S024,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S024,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S024,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S024,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S024,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S025,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S025,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S025,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S025,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,held_out
S025,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S025,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S025,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S025,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S025,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S025,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S025,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S026,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S026,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S026,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S026,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,held_out
S026,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S026,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S026,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S026,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S026,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S026,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S026,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S027,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S027,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S027,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S027,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S027,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,held_out
S027,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S027,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S027,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,held_out
S027,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S027,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S027,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S028,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S028,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S028,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S028,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S028,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,held_out
S028,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S028,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S028,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S028,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S028,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S028,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S029,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S029,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S029,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S029,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S029,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,held_out
S029,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S029,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S029,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S029,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S029,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S029,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S030,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S030,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S030,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S030,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S030,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,held_out
S030,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S030,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S030,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S030,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S030,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S030,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S031,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S031,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S031,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S031,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S031,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S031,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S031,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S031,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,held_out
S031,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S031,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S031,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S032,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S032,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S032,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S032,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S032,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S032,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S032,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S032,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,held_out
S032,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S032,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S032,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S033,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S033,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S033,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S033,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S033,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S033,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S033,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S033,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,held_out
S033,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,train
S033,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S033,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S034,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S034,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S034,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S034,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S034,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S034,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S034,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S034,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S034,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S034,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,held_out
S034,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,train
S035,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S035,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S035,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S035,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S035,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
S035,three_singleton_scaffolds,SIG-NIHDA-1057,1057,c1ccc(-c2cccc3c2PCO3)cc1,train
S035,three_singleton_scaffolds,SIG-NIHDA-1058,1058,c1ccc(-c2cccc3c2PCO3)cc1,train
S035,three_singleton_scaffolds,SIG-NIHDA-2062,2062,c1ccc2c(CN(Cc3cccc4ccccc34)p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)cccc2c1,train
S035,three_singleton_scaffolds,SIG-NIHDA-2063,2063,c1ccc2c(c1)ccc1op(N3CCCCC3)oc3ccc4ccccc4c3c12,held_out
S035,three_singleton_scaffolds,SIG-NIHDA-2064,2064,c1ccc2c(c1)CCCN2p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,train
S035,three_singleton_scaffolds,SIG-NIHDA-2067,2067,c1ccc(CN(Cc2ccccc2)p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,held_out
S036,three_singleton_scaffolds,SIG-NIHDA-401,401,O=S(=O)(c1ccccc1)N1CC2CC1CP2c1ccccc1,train
S036,three_singleton_scaffolds,SIG-NIHDA-498,498,c1cc2c3c(c1)OPOc1cccc4c1C3(CC2)CC4,held_out
S036,three_singleton_scaffolds,SIG-NIHDA-723,723,c1ccc(-c2cccc3c2PCO3)cc1,train
S036,three_singleton_scaffolds,SIG-NIHDA-724,724,c1cc2c(c(-c3c4ccccc4cc4ccccc34)c1)PCO2,train
S036,three_singleton_scaffolds,SIG-NIHDA-785,785,c1ccc2c(c1)ccc1o[pH]oc3ccc4ccccc4c3c12,train
